account_id,deal_size_log,days_in_stage,num_meetings,email_open_rate,champion_identified,competitor_present,product_fit_score,account_tenure_yrs,prev_purchases,exec_sponsor,nps_score,days_since_contact,meetings_per_day,engagement_score,stage_weight,industry_score,contact_lapsed,high_value_deal,champion_and_sponsor,converted,propensity_score,run_id,shap_deal_size_log,shap_days_in_stage,shap_meetings,shap_email_open_rate,shap_champion_identified,shap_competitor_present,shap_product_fit_score,shap_account_tenure_yrs,shap_previous_purchases,shap_exec_sponsor,shap_nps_score,shap_days_since_contact,shap_meetings_per_day,shap_engagement_score,shap_stage_weight,shap_industry_score,shap_contact_lapsed,shap_high_value_deal,shap_champion_and_sponsor
ACC-02113,12.949915316828669,47,4,0.157,0,0,0.663,2.7,0,0,0,7,0.08333333333333333,0.2071,1,0.75,0,0,0,1,0.39209824800491333,4b7616b2,0.17217585444450378,-0.052092984318733215,-0.05455761402845383,0.12860630452632904,-0.38577693700790405,0.3188958764076233,0.13802041113376617,-0.026723114773631096,-0.3389347195625305,-0.4221556782722473,-0.14557500183582306,0.31094902753829956,0.10896944254636765,-0.19072875380516052,-0.2990366220474243,0.08381660282611847,0.008866945281624794,-0.004830666817724705,-0.08376118540763855
ACC-03349,14.143951342934047,9,3,0.513,0,0,0.315,1.1,1,0,0,7,0.3,0.27390000000000003,2,0.65,0,1,0,0,0.3267778754234314,4b7616b2,0.9979689121246338,0.13194496929645538,-0.07991792261600494,-0.06685692071914673,-0.522971510887146,0.3139116168022156,-0.7110221982002258,-0.2369932383298874,-0.06997060775756836,-0.38227370381355286,-0.23314674198627472,0.3150967061519623,0.11035583913326263,-0.21162934601306915,-0.20098242163658142,-0.14998707175254822,0.0073720961809158325,0.045731667429208755,-0.07479698210954666
ACC-02155,13.077995520404233,24,3,0.166,1,1,0.609,7.0,2,0,0,8,0.12,0.1698,3,0.75,0,0,0,1,0.7921019196510315,4b7616b2,0.32860010862350464,-0.025285888463258743,-0.05014093592762947,0.1346539407968521,0.547978401184082,-0.33340683579444885,0.07019682228565216,0.7654505968093872,0.15628479421138763,-0.3415110409259796,-0.23925837874412537,0.16055503487586975,-0.1075650230050087,-0.5275841355323792,0.48466038703918457,0.10478083789348602,0.009096533060073853,-0.0006226511904969811,-0.09461190551519394
ACC-03088,11.320565693461432,52,1,0.424,1,0,0.493,0.6,1,0,0,8,0.018867924528301886,0.1672,0,0.75,0,0,0,1,0.3458040654659271,4b7616b2,0.011246582493185997,-0.05496036633849144,0.0800580382347107,0.012804036028683186,0.5751659274101257,0.3399209678173065,-0.17538855969905853,-0.2592344582080841,-0.13633054494857788,-0.3396254777908325,-0.26910287141799927,0.19060948491096497,-0.08290013670921326,-0.5124877095222473,-0.3851545453071594,0.16075783967971802,0.004854945000261068,-0.003741114865988493,-0.08939897269010544
ACC-02807,11.250274159310356,82,2,0.256,1,0,0.481,6.1,3,0,0,9,0.024096385542168676,0.1568,1,0.8,0,0,0,0,0.42972880601882935,4b7616b2,0.038017451763153076,-0.014313265681266785,-0.09645957499742508,-0.04848090186715126,0.5650737881660461,0.2335313856601715,-0.490926593542099,0.5659853219985962,0.43346109986305237,-0.3993625044822693,-0.33962661027908325,0.12084602564573288,-0.25919225811958313,-0.6198529005050659,-0.3677976727485657,0.21001191437244415,0.004258074332028627,-0.0011225617490708828,-0.11237992346286774
ACC-03487,13.248469017245045,33,6,0.217,0,0,0.627,3.3,1,1,0,9,0.17647058823529413,0.3051,2,0.55,0,1,0,1,0.7492055892944336,4b7616b2,0.396818071603775,0.007625967264175415,0.02896326407790184,-0.06645718216896057,-0.3286055028438568,0.24457427859306335,-0.11992142349481583,0.050755564123392105,-0.06956296414136887,0.829490065574646,-0.1609305888414383,0.27829796075820923,0.03906625509262085,0.025420522317290306,-0.2833675444126129,-0.04465419799089432,0.021465858444571495,0.037363238632678986,-0.08733385056257248
ACC-04007,11.138973558699526,18,4,0.306,1,1,0.774,0.4,2,0,0,9,0.21052631578947367,0.2518,2,0.55,0,0,0,1,0.37446773052215576,4b7616b2,-0.04994531720876694,0.04284893348813057,-0.03467963635921478,0.10375028103590012,0.6254728436470032,-0.474538117647171,0.34674233198165894,-0.5373008847236633,0.015685778111219406,-0.2926250696182251,-0.17931368947029114,0.2684730291366577,0.16565059125423431,-0.36883050203323364,-0.277413010597229,-0.07148823142051697,0.009149720892310143,-0.0009667706908658147,-0.09914150834083557
ACC-02292,13.422321292431393,76,3,0.574,1,0,0.644,4.1,0,0,0,10,0.03896103896103896,0.2922,2,0.65,0,1,0,1,0.5457457900047302,4b7616b2,0.43365126848220825,-0.03491927683353424,-0.02692604251205921,-0.3138342797756195,0.3600311577320099,0.2998349070549011,-0.01020614244043827,0.27966487407684326,-0.2699546217918396,-0.2750012278556824,-0.34541791677474976,0.26545587182044983,-0.036588311195373535,-0.06562405079603195,-0.21334275603294373,-0.12721672654151917,0.005466839764267206,0.042770616710186005,-0.07971984893083572
ACC-00344,11.596356272699,54,2,0.365,1,1,0.555,1.0,0,0,0,11,0.03636363636363636,0.1895,3,0.55,0,0,0,1,0.3166199326515198,4b7616b2,0.09204265475273132,-0.017202692106366158,-0.09602779895067215,0.13649088144302368,0.5776610970497131,-0.4925314784049988,-0.20224936306476593,-0.3272397816181183,-0.3550504148006439,-0.3523549735546112,-0.17311136424541473,0.15363019704818726,-0.10331643372774124,-0.1504455804824829,0.37616199254989624,-0.06477778404951096,0.005675048101693392,-0.0020940066315233707,-0.06998132914304733
ACC-01922,12.34017075254176,50,4,0.375,0,1,0.709,3.3,1,0,0,11,0.0784313725490196,0.27249999999999996,1,0.75,0,0,0,0,0.1367223709821701,4b7616b2,0.1596616506576538,-0.06675642728805542,-0.07497088611125946,-0.020508302375674248,-0.4745137691497803,-0.45637017488479614,0.19692322611808777,-0.027411360293626785,-0.21514268219470978,-0.479848712682724,-0.2620924413204193,0.2459830343723297,-0.07079397886991501,-0.18932655453681946,-0.3847058415412903,0.07912321388721466,0.009410269558429718,-0.0034679484087973833,-0.10334774851799011
ACC-02868,12.659378260676938,47,4,0.095,0,0,0.947,2.0,2,1,0,11,0.08333333333333333,0.1885,1,0.8,0,0,0,1,0.7413434386253357,4b7616b2,0.12234923988580704,-0.06499136984348297,-0.043940622359514236,0.09821395576000214,-0.35801711678504944,0.21700754761695862,0.5265814661979675,-0.2355462908744812,0.11915385723114014,0.7701027393341064,-0.22010552883148193,0.3092730641365051,0.17550422251224518,-0.3049888610839844,-0.30132120847702026,0.010383709333837032,0.02528841234743595,-0.0014892416074872017,-0.08586758375167847
ACC-02134,11.547336553476635,13,5,0.084,1,0,0.844,2.9,1,1,0,12,0.35714285714285715,0.2252,1,0.55,0,0,1,1,0.7736241817474365,4b7616b2,-0.0581309013068676,0.16059358417987823,0.011943207122385502,0.05855941027402878,0.29559192061424255,0.23465408384799957,0.12457771599292755,-0.04300373047590256,-0.13762065768241882,0.5603129863739014,-0.3166549503803253,0.24968315660953522,-0.00625754427164793,-0.3731144666671753,-0.309906005859375,-0.037887413054704666,0.028160691261291504,-0.002711722394451499,0.494728147983551
ACC-02960,12.56444964015848,9,1,0.23,0,1,0.731,6.8,1,0,0,12,0.1,0.10900000000000001,0,0.8,0,0,0,1,0.18241876363754272,4b7616b2,0.035898465663194656,0.22466987371444702,-0.03836638852953911,-0.13028156757354736,-0.4293636977672577,-0.4863647520542145,0.2263871282339096,0.6348699331283569,-0.19170904159545898,-0.4183598756790161,-0.2620948553085327,0.11154720187187195,-0.20033051073551178,-0.4558127522468567,-0.4712562561035156,0.15960897505283356,-0.004140691366046667,-0.001910062157548964,-0.0984092503786087
ACC-00195,10.785207543360087,38,2,0.271,0,1,0.784,0.6,1,0,0,13,0.05128205128205128,0.1613,1,0.65,0,0,0,1,0.055792562663555145,4b7616b2,-0.11978492885828018,-0.009588842280209064,-0.11382493376731873,-0.01040886901319027,-0.48560261726379395,-0.5168429017066956,0.21688759326934814,-0.33236122131347656,-0.14846453070640564,-0.404050350189209,-0.15321414172649384,0.03838818147778511,0.04677128046751022,-0.5792345404624939,-0.34050363302230835,-0.10956716537475586,0.008605435490608215,-0.0024088320787996054,-0.10887143015861511
ACC-02357,11.277215789596893,62,2,0.31,1,1,0.492,7.9,2,0,0,13,0.031746031746031744,0.173,4,0.5,0,0,0,1,0.8717495799064636,4b7616b2,0.043371763080358505,0.0165011677891016,-0.06616894900798798,0.032796911895275116,0.4844820499420166,-0.2524303197860718,-0.13957831263542175,0.8362112641334534,0.25489941239356995,-0.34045737981796265,-0.1536601036787033,0.01582310162484646,-0.09772353619337082,-0.3342951834201813,1.414695382118225,-0.019508400931954384,0.00587597768753767,-0.0019398697186261415,-0.07775025069713593
ACC-00555,11.407576060361786,41,1,0.159,0,1,0.753,3.0,1,0,0,14,0.023809523809523808,0.0877,3,0.8,0,0,0,1,0.13137593865394592,4b7616b2,-0.08575927466154099,-0.049755584448575974,0.04119935631752014,0.12175881117582321,-0.5368353724479675,-0.46765175461769104,0.04928134009242058,-0.08670034259557724,-0.20139841735363007,-0.4760721027851105,-0.2940032482147217,0.05032065138220787,-0.22298963367938995,-0.34988969564437866,0.33023491501808167,0.07959827035665512,0.00604907376691699,-0.002077562501654029,-0.08952945470809937
ACC-00905,9.392745258631441,22,5,0.246,0,0,0.454,3.3,2,0,0,14,0.21739130434782608,0.2738,3,0.55,0,0,0,1,0.3408098816871643,4b7616b2,-0.32997220754623413,-0.039943620562553406,0.025577524676918983,-0.08494627475738525,-0.4335958957672119,0.22521112859249115,-0.37229081988334656,-0.05698609724640846,0.046401482075452805,-0.3639141619205475,-0.12015245109796524,0.04576254263520241,0.14140962064266205,-0.08989547193050385,0.5110791921615601,0.012221879325807095,0.008701290003955364,-0.002825796836987138,-0.07690073549747467
ACC-02659,11.871305953640322,15,3,0.175,1,0,0.972,3.1,0,1,0,15,0.1875,0.1725,2,0.65,0,0,1,1,0.8397659063339233,4b7616b2,-0.00936107151210308,0.10657671093940735,-0.034342359751462936,0.20638541877269745,0.36152803897857666,0.2152053415775299,0.521356463432312,-0.012529462575912476,-0.31474539637565613,0.5225967764854431,-0.21073633432388306,0.08373917639255524,0.2627517282962799,-0.4542957544326782,-0.20279093086719513,-0.15616080164909363,0.02873614989221096,-0.00372834550216794,0.45093050599098206
ACC-04780,11.000448478455008,45,7,0.363,0,0,0.746,0.5,2,1,0,15,0.15217391304347827,0.3889,4,0.65,0,0,0,1,0.8198727965354919,4b7616b2,-0.04261719062924385,-0.07497699558734894,0.14519719779491425,-0.02465280517935753,-0.3912421464920044,0.36703088879585266,0.15427108108997345,-0.47512006759643555,0.10857082903385162,0.7779088616371155,-0.2130221277475357,0.057105474174022675,-0.06172190234065056,0.028791524469852448,1.0703012943267822,-0.172738179564476,0.0363849401473999,-0.0034929001703858376,-0.06586399674415588
ACC-01834,11.74086549476798,59,1,0.188,1,0,0.628,0.8,0,0,0,16,0.016666666666666666,0.0964,5,0.8,0,0,0,0,0.5858854055404663,4b7616b2,0.16399343311786652,-0.007895800285041332,0.023441750556230545,-0.002743967343121767,0.6026060581207275,0.3403022587299347,0.04582648351788521,-0.10094702243804932,-0.3538477122783661,-0.3100461959838867,-0.1484898030757904,-0.10471688210964203,0.0038944974076002836,0.08065177500247955,-0.21327745914459229,0.12101104855537415,0.009478561580181122,-0.0013308112975209951,-0.09630050510168076
ACC-02327,12.900721198466355,17,3,0.373,1,0,0.783,1.8,2,0,0,16,0.16666666666666666,0.2319,4,0.8,0,0,0,1,0.8885436058044434,4b7616b2,0.20433568954467773,0.1750211864709854,-0.008731760084629059,-0.002058252692222595,0.6322944164276123,0.328037828207016,0.3521002233028412,-0.2188117951154709,0.052333325147628784,-0.2690110206604004,-0.32072046399116516,-0.023591075092554092,0.11591536551713943,-0.45031851530075073,1.1672133207321167,0.11023449897766113,0.011726410128176212,-0.0009757564403116703,-0.07441358268260956
ACC-02839,12.493508437657445,21,6,0.066,1,1,0.321,6.2,1,0,0,16,0.2727272727272727,0.2598,1,0.8,0,0,0,0,0.39804428815841675,4b7616b2,0.19757643342018127,0.05445938929915428,0.06115049868822098,-0.3998825252056122,0.4855053126811981,-0.3908039331436157,-0.5732809901237488,0.5638453960418701,-0.07555564492940903,-0.40679457783699036,-0.16768735647201538,-0.0236506387591362,0.11868667602539062,0.11214286834001541,-0.3591021001338959,0.1699027121067047,0.005564038176089525,-0.0001376455620629713,-0.08092957735061646
ACC-03131,11.431726255472853,29,5,0.456,1,0,0.859,5.4,1,0,0,16,0.16666666666666666,0.3368,3,0.8,0,0,0,1,0.8303164839744568,4b7616b2,-0.052408814430236816,0.02767900377511978,0.004482017830014229,-0.08914373070001602,0.6085227131843567,0.27851182222366333,0.18219389021396637,0.37782230973243713,-0.11320662498474121,-0.3186436891555786,-0.4188900887966156,-0.05993753299117088,0.18523767590522766,0.051439154893159866,0.5002119541168213,0.20292937755584717,0.009498411789536476,-0.0010434206342324615,-0.08275443315505981
ACC-03973,10.596659732783579,10,3,0.509,0,0,0.912,1.4,1,1,0,16,0.2727272727272727,0.2727,4,0.65,0,0,0,1,0.7531038522720337,4b7616b2,-0.21828201413154602,-0.06195512413978577,-0.020015191286802292,-0.242789626121521,-0.3705611228942871,0.367703914642334,0.46705126762390137,-0.2788020670413971,-0.07557667791843414,0.6563807725906372,-0.3089044690132141,-0.021122325211763382,-0.02603084407746792,-0.10051333159208298,1.2348650693893433,-0.15696510672569275,0.030748890712857246,-0.0024942918680608273,-0.052873868495225906
ACC-02082,10.983613347424248,83,4,0.545,0,0,0.813,0.2,2,0,0,17,0.047619047619047616,0.3235,3,0.75,0,0,0,0,0.43171316385269165,4b7616b2,-0.059133611619472504,-0.07513249665498734,-0.01796264946460724,-0.15348409116268158,-0.5175570249557495,0.39121076464653015,0.2500220835208893,-0.10545197129249573,0.0853344202041626,-0.4279964566230774,-0.36507225036621094,-0.12100867182016373,0.050649501383304596,0.014209659770131111,0.45179951190948486,0.10528308153152466,0.014010872691869736,-0.0022438636515289545,-0.08771338313817978
ACC-01150,12.449022745701502,15,5,0.447,0,0,0.44,11.0,0,1,0,18,0.3125,0.3341,4,0.8,0,0,0,1,0.9589452743530273,4b7616b2,0.3397449254989624,0.07203970849514008,0.006700998637825251,-0.07823865115642548,-0.2519896626472473,0.3548434376716614,-0.24464306235313416,1.298939824104309,-0.30556392669677734,0.7285035252571106,-0.3292914628982544,0.038025643676519394,0.039485301822423935,0.07416057586669922,0.924752414226532,0.23670153319835663,0.019179103896021843,-0.0018151417607441545,-0.06597696244716644
ACC-04116,12.782407881272364,27,6,0.172,0,0,0.534,2.8,2,1,0,18,0.21428571428571427,0.29159999999999997,2,0.65,0,0,0,0,0.7150712609291077,4b7616b2,0.302169531583786,0.003852368798106909,0.025294454768300056,0.1926400363445282,-0.27041754126548767,0.27187952399253845,-0.33457210659980774,0.05757412314414978,0.062274906784296036,1.0032691955566406,-0.1623220145702362,-0.0077856723219156265,0.13191236555576324,-0.05273154377937317,-0.2959991693496704,-0.2205645591020584,0.014518852345645428,-0.003288577776402235,-0.09293337166309357
ACC-00267,11.49171204297103,52,4,0.446,0,0,0.982,4.0,1,1,0,19,0.07547169811320754,0.2938,2,0.6,0,0,0,1,0.5439708232879639,4b7616b2,-0.062186844646930695,-0.13576799631118774,-0.026536736637353897,-0.24297954142093658,-0.2526530921459198,0.23137348890304565,0.4105207920074463,0.31167781352996826,-0.12708880007266998,0.7583132386207581,-0.31990429759025574,-0.08570955693721771,0.01342910435050726,-0.10326242446899414,-0.2945985794067383,-0.13688816130161285,0.012807276099920273,-0.003123126458376646,-0.06645560264587402
ACC-01944,11.612779849672751,67,2,0.312,0,1,0.685,1.3,0,0,0,19,0.029411764705882353,0.1736,4,0.8,0,0,0,1,0.22247111797332764,4b7616b2,0.03428727760910988,0.072252057492733,-0.095115527510643,0.15118102729320526,-0.4560506045818329,-0.5066601634025574,0.11904238164424896,-0.44777360558509827,-0.39140763878822327,-0.3573509454727173,-0.1839200109243393,-0.0631432831287384,-0.14835762977600098,-0.43624603748321533,1.1680936813354492,0.06774487346410751,0.004994531627744436,-0.003707163268700242,-0.07455863058567047
ACC-02877,11.565527402710426,43,2,0.32,0,0,0.824,0.1,0,0,0,19,0.045454545454545456,0.176,3,0.55,0,0,0,1,0.2396339774131775,4b7616b2,-0.05451471358537674,-0.048647407442331314,-0.11387678235769272,0.1433255523443222,-0.4376460313796997,0.356796532869339,0.18257364630699158,-0.11134154349565506,-0.31736090779304504,-0.421586275100708,-0.13039159774780273,-0.07865414768457413,-0.15694408118724823,-0.5023553371429443,0.34124693274497986,-0.023562274873256683,0.006731793284416199,-0.0031356187537312508,-0.08071798831224442
ACC-03483,9.210440366976517,23,7,0.271,1,1,0.793,3.2,0,1,0,19,0.2916666666666667,0.3613,3,0.65,0,0,1,1,0.7568676471710205,4b7616b2,-0.6343242526054382,0.02873491868376732,0.1955748051404953,0.07391027361154556,0.4005243480205536,-0.3616119623184204,0.24996443092823029,0.05505650117993355,-0.2234880030155182,0.4652606248855591,-0.21996641159057617,-0.020887257531285286,0.0030019383411854506,0.20100675523281097,0.34213003516197205,-0.1221785917878151,0.035499945282936096,-0.0032898986246436834,0.37529218196868896
ACC-04909,11.992885613168797,40,2,0.215,0,1,0.413,11.4,1,0,0,19,0.04878048780487805,0.14450000000000002,1,0.8,0,0,0,0,0.16737395524978638,4b7616b2,-0.05530484393239021,-0.08085713535547256,-0.10055609792470932,-0.15277539193630219,-0.4263049364089966,-0.5408788323402405,-0.4120709300041199,1.6772252321243286,-0.1398923546075821,-0.5020245909690857,-0.29123857617378235,-0.03400776907801628,0.03635282814502716,-0.5609316229820251,-0.40150395035743713,0.1830790489912033,0.009240534156560898,-0.0037295809015631676,-0.10354854166507721
ACC-03608,11.635151947212842,24,1,0.157,0,0,0.673,1.2,4,0,0,20,0.04,0.0871,3,0.65,0,0,0,0,0.49302271008491516,4b7616b2,0.05912422388792038,-0.05414074286818504,0.016416504979133606,0.1554129719734192,-0.4999449849128723,0.34269097447395325,0.11184940487146378,-0.2583235800266266,0.39918777346611023,-0.37446948885917664,-0.11497591435909271,-0.07165846228599548,0.020882973447442055,-0.11188529431819916,0.29104724526405334,-0.1424058973789215,0.005569361615926027,-0.002888320479542017,-0.09477198868989944
